state_name_crime,district_name,total_crimes,Ranking,state_name_pop,Population,Growth,Sex-Ratio,Literacy,crime_rate_per_capita,safety_score
Rajasthan,Sawai Madhopur,3983.0,363.0,Rajasthan,1335551.0,19.56 %,897.0,65.39,298.2289706645422,97.13833997227869
Rajasthan,Sikar,5782.0,151.0,Rajasthan,2677333.0,17.03 %,947.0,71.91,215.96118226608345,97.92774162264254
Rajasthan,Sirohi,1891.0,437.0,Rajasthan,1036346.0,21.76 %,940.0,55.25,182.46801743819148,98.24912572820509
Rajasthan,Tonk,3364.0,347.0,Rajasthan,1421326.0,17.30 %,952.0,61.58,236.68039563055905,97.72893013709562
Rajasthan,Udaipur,6899.0,118.0,Rajasthan,3068420.0,23.69 %,958.0,61.82,224.83884214025463,97.84255592004293
Rajasthan,Jaipur,2.0,10.0,Rajasthan,6626178.0,26.19 %,910.0,75.51,0.03018331231065631,99.99971037562798
Rajasthan,Jaipur,0.0,10.0,Rajasthan,6626178.0,26.19 %,910.0,75.51,0.0,100.0
Rajasthan,Jaipur,18.0,10.0,Rajasthan,6626178.0,26.19 %,910.0,75.51,0.2716498107959068,99.99739338065191
Rajasthan,Jaipur,0.0,10.0,Rajasthan,6626178.0,26.19 %,910.0,75.51,0.0,100.0
Tamil Nadu,Ariyalur,2017.0,491.0,Tamil Nadu,754894.0,8.54 %,1015.0,71.34,267.1898306252269,97.4361764505639
Tamil Nadu,Chennai,19195.0,29.0,Tamil Nadu,4646732.0,6.98 %,989.0,90.18,413.08601399865535,96.03622769566424
Tamil Nadu,Coimbatore,4395.0,93.0,Tamil Nadu,3458045.0,18.56 %,1000.0,83.98,127.09493369808663,98.78045888473119
Tamil Nadu,Coimbatore,3087.0,93.0,Tamil Nadu,3458045.0,18.56 %,1000.0,83.98,89.2700933620008,99.14340763985557
Tamil Nadu,Cuddalore,6866.0,157.0,Tamil Nadu,2605914.0,14.02 %,987.0,78.04,263.4776128452435,97.47179708531144
Tamil Nadu,Dharmapuri,2558.0,332.0,Tamil Nadu,1506843.0,16.34 %,946.0,68.54,169.75889326227085,98.37107629712713
Tamil Nadu,Dindigul,5277.0,212.0,Tamil Nadu,2159775.0,12.31 %,998.0,76.26,244.33100670208702,97.65551859749151
Tamil Nadu,Erode,4222.0,200.0,Tamil Nadu,2251744.0,11.66 %,993.0,72.58,187.49911179956513,98.20084979579799
Tamil Nadu,Kanniyakumari,3752.0,253.0,Tamil Nadu,1870374.0,11.60 %,1019.0,91.75,200.60159091176416,98.07512478438854
Tamil Nadu,Karur,2193.0,429.0,Tamil Nadu,1064493.0,13.77 %,1015.0,75.6,206.01356702204708,98.0231940961282
Tamil Nadu,Krishnagiri,3839.0,251.0,Tamil Nadu,1879809.0,20.41 %,958.0,71.46,204.22287583472576,98.0403766970718
Tamil Nadu,Madurai,5961.0,119.0,Tamil Nadu,3038252.0,17.84 %,990.0,83.45,196.19834036149734,98.1173762332121
Tamil Nadu,Madurai,4087.0,119.0,Tamil Nadu,3038252.0,17.84 %,990.0,83.45,134.51813740269074,98.70922943552053
Tamil Nadu,Nagapattinam,5102.0,310.0,Tamil Nadu,1616450.0,8.57 %,1025.0,83.59,315.6299297844041,96.97136883917126
Tamil Nadu,Namakkal,3357.0,280.0,Tamil Nadu,1726601.0,15.61 %,986.0,74.63,194.4282436996156,98.1343612191148
Tamil Nadu,The Nilgiris,1002.0,496.0,Tamil Nadu,735394.0,-3.51 %,1042.0,85.2,136.2534913257383,98.6925778240273
Tamil Nadu,Perambalur,1322.0,535.0,Tamil Nadu,565223.0,14.50 %,1003.0,74.32,233.8899867839773,97.75570554204528
Tamil Nadu,Pudukkottai,3121.0,309.0,Tamil Nadu,1618345.0,10.88 %,1015.0,77.19,192.85133886779394,98.14949243026
Tamil Nadu,Ramanathapuram,3614.0,359.0,Tamil Nadu,1353445.0,13.96 %,983.0,80.72,267.02230234697385,97.43778397037099
Tamil Nadu,Chennai,1630.0,29.0,Tamil Nadu,4646732.0,6.98 %,989.0,90.18,35.07841640103195,99.66340459202567
Tamil Nadu,Salem,4732.0,90.0,Tamil Nadu,3482056.0,15.44 %,954.0,72.86,135.89672308544147,98.69600119839009
Tamil Nadu,Salem,3023.0,90.0,Tamil Nadu,3482056.0,15.44 %,954.0,72.86,86.81652449012883,99.16695089237811
Tamil Nadu,Sivaganga,4453.0,362.0,Tamil Nadu,1339101.0,15.90 %,1003.0,79.85,332.5365301048987,96.8091413324538
Tamil Nadu,Thanjavur,5708.0,185.0,Tamil Nadu,2405890.0,8.56 %,1035.0,82.64,237.25107964204514,97.72345413112447
Tamil Nadu,Theni,4101.0,385.0,Tamil Nadu,1245899.0,13.89 %,991.0,77.26,329.15990782559425,96.84154175614125
Tamil Nadu,Tirunelveli,8087.0,116.0,Tamil Nadu,3077233.0,12.97 %,1023.0,82.5,262.8010293663171,97.4782892510214
Tamil Nadu,Tirunelveli,1458.0,116.0,Tamil Nadu,3077233.0,12.97 %,1023.0,82.5,47.380227626572314,99.54536239989974
Tamil Nadu,Thiruvallur,3715.0,70.0,Tamil Nadu,3728104.0,35.33 %,987.0,84.03,99.64850765965757,99.04382142835989
Tamil Nadu,Tiruvannamalai,3913.0,177.0,Tamil Nadu,2464875.0,12.75 %,994.0,74.21,158.75044373446931,98.47670801999665
Tamil Nadu,Thiruvarur,3206.0,381.0,Tamil Nadu,1264277.0,8.11 %,1017.0,82.86,253.58366876879037,97.56673455639954
Tamil Nadu,Tiruppur,3834.0,175.0,Tamil Nadu,2479052.0,29.11 %,989.0,78.68,154.65589265574098,98.51599733896305
Tamil Nadu,Tiruppur,1901.0,175.0,Tamil Nadu,2479052.0,29.11 %,989.0,78.68,76.68253832513396,99.26419169049785
Tamil Nadu,Vellore,9178.0,63.0,Tamil Nadu,3936331.0,13.20 %,1007.0,79.17,233.16128648734062,97.76269779536804
Tamil Nadu,Virudhunagar,3765.0,242.0,Tamil Nadu,1942288.0,10.91 %,1007.0,80.15,193.84354946331337,98.13997166038324
Tamil Nadu,Chennai,0.0,29.0,Tamil Nadu,4646732.0,6.98 %,989.0,90.18,0.0,100.0
Telangana,Hyderabad,14462.0,60.0,Andhra Pradesh,3943323.0,2.97 %,954.0,83.25,366.74652317347574,96.48087889203823
Telangana,Karimnagar,3741.0,69.0,Andhra Pradesh,3776269.0,8.15 %,1008.0,64.15,99.06603581471553,99.04941054464268
Telangana,Nizamabad,3507.0,165.0,Andhra Pradesh,2551335.0,8.77 %,1040.0,61.25,137.45744874742047,98.68102523468283
Telangana,Warangal,6184.0,83.0,Andhra Pradesh,3512576.0,8.21 %,997.0,65.11,176.05313023832082,98.31067986307436
Telangana,Nalgonda,4848.0,88.0,Andhra Pradesh,3488809.0,7.41 %,983.0,64.2,138.95859589905896,98.6666209573586
Telangana,Hyderabad,1188.0,60.0,Andhra Pradesh,3943323.0,2.97 %,954.0,83.25,30.126875226807442,99.71091717077454
Tripura,Dhalai,363.0,565.0,Tripura,378230.0,22.85 %,944.0,85.72,95.97334954921608,99.07908645655876
Tripura,West Tripura,9.0,282.0,Tripura,1725739.0,12.57 %,962.0,88.69,0.5215157100813043,99.99499578911451
Tripura,North Tripura,375.0,503.0,Tripura,693947.0,17.44 %,967.0,87.5,54.03870900803664,99.48147085384302
Tripura,South Tripura,539.0,469.0,Tripura,876001.0,14.15 %,957.0,84.66,61.52961012601583,99.40959181320801
Tripura,West Tripura,1130.0,282.0,Tripura,1725739.0,12.57 %,962.0,88.69,65.4791947102082,99.37169352215498
Uttar Pradesh,Agra,10179.0,41.0,Uttar Pradesh,4418797.0,22.05 %,868.0,71.58,230.356814309415,97.7896081451994
Uttar Pradesh,Aligarh,7398.0,77.0,Uttar Pradesh,3673889.0,22.78 %,882.0,67.52,201.36699829526694,98.06778030772882
Uttar Pradesh,Ambedkar Nagar,2114.0,186.0,Uttar Pradesh,2397888.0,18.30 %,978.0,72.23,88.1609149384792,99.1540507760711
Uttar Pradesh,Auraiya,2687.0,356.0,Uttar Pradesh,1379545.0,16.91 %,864.0,78.95,194.77436401132258,98.13104001709144
Uttar Pradesh,Azamgarh,4560.0,30.0,Uttar Pradesh,4613913.0,17.11 %,1019.0,70.93,98.83151242773758,99.05166091690057
Uttar Pradesh,Budaun,4390.0,74.0,Uttar Pradesh,3681896.0,19.95 %,871.0,51.29,119.23204783622351,98.85590730989018
Uttar Pradesh,Baghpat,2204.0,376.0,Uttar Pradesh,1303048.0,11.95 %,861.0,72.01,169.14188886364892,98.37699677098496
Uttar Pradesh,Bahraich,3395.0,89.0,Uttar Pradesh,3487731.0,46.48 %,892.0,49.36,97.34122270324174,99.06596101163922
Uttar Pradesh,Ballia,3469.0,108.0,Uttar Pradesh,3239774.0,17.31 %,937.0,70.94,107.07537007210996,98.97255687196973
Uttar Pradesh,Balrampur,983.0,213.0,Uttar Pradesh,2148665.0,27.72 %,928.0,49.51,45.749337379256424,99.5610116288125
Uttar Pradesh,Banda,1728.0,266.0,Uttar Pradesh,1799410.0,17.05 %,863.0,66.67,96.03147698412256,99.07852869398923
Uttar Pradesh,Bareilly,5671.0,39.0,Uttar Pradesh,4448359.0,22.93 %,887.0,58.49,127.48521421045379,98.77671394291903
Uttar Pradesh,Basti,2179.0,178.0,Uttar Pradesh,2464464.0,18.21 %,963.0,67.22,88.41679164313214,99.15159550777138
Uttar Pradesh,Bijnor,3756.0,73.0,Uttar Pradesh,3682713.0,17.60 %,917.0,68.48,101.99002746073343,99.02135334417636
Uttar Pradesh,Chandauli,1868.0,238.0,Uttar Pradesh,1952756.0,18.83 %,918.0,71.48,95.65967279066099,99.08209634603926
Uttar Pradesh,Chitrakoot,1193.0,449.0,Uttar Pradesh,991730.0,29.43 %,879.0,65.05,120.29483831284725,98.84570928983192
Uttar Pradesh,Deoria,2493.0,113.0,Uttar Pradesh,3100946.0,14.31 %,1017.0,71.13,80.39482145126036,99.22857042872053
Uttar Pradesh,Etah,3809.0,271.0,Uttar Pradesh,1774480.0,13.62 %,873.0,70.81,214.6544339750237,97.94028054313202
Uttar Pradesh,Etawah,3796.0,315.0,Uttar Pradesh,1581810.0,18.15 %,870.0,78.41,239.9782527610775,97.69728550543388
Uttar Pradesh,Fatehpur,3746.0,155.0,Uttar Pradesh,2632733.0,14.05 %,901.0,67.43,142.28560207206732,98.63469662567458
Uttar Pradesh,Firozabad,4640.0,172.0,Uttar Pradesh,2498156.0,21.69 %,875.0,71.92,185.73699961091302,98.21775816658233
Uttar Pradesh,Lucknow,8928.0,31.0,Uttar Pradesh,4589838.0,25.82 %,917.0,77.29,194.51666921577623,98.13351273090633
Uttar Pradesh,Ghaziabad,11102.0,27.0,Uttar Pradesh,4681645.0,42.27 %,881.0,78.07,237.13886892320966,97.7245308505594
Uttar Pradesh,Ghazipur,3316.0,79.0,Uttar Pradesh,3620268.0,19.18 %,952.0,71.78,91.59542884670417,99.12109485249358
Uttar Pradesh,Gonda,2807.0,95.0,Uttar Pradesh,3433919.0,24.17 %,921.0,58.71,81.7433375685332,99.21563072450287
Uttar Pradesh,Gorakhpur,7385.0,40.0,Uttar Pradesh,4440895.0,17.81 %,950.0,70.83,166.29530759002407,98.40431117920036
Uttar Pradesh,Hamirpur,1637.0,417.0,Uttar Pradesh,1104285.0,5.80 %,861.0,68.77,148.24071684393067,98.577554243212
Uttar Pradesh,Hamirpur,1637.0,552.0,Himachal Pradesh,454768.0,10.19 %,1095.0,88.15,359.963761742251,96.54596296895421
Uttar Pradesh,Hardoi,4120.0,51.0,Uttar Pradesh,4092845.0,20.44 %,868.0,64.57,100.6634749178139,99.03408229662618
Uttar Pradesh,Jalaun,1661.0,294.0,Uttar Pradesh,1689974.0,16.19 %,865.0,73.75,98.2855357538045,99.05689984328784
Uttar Pradesh,Jaunpur,3951.0,36.0,Uttar Pradesh,4494204.0,14.89 %,1024.0,71.55,87.91323224312916,99.1564274186463
Uttar Pradesh,Jhansi,2837.0,232.0,Uttar Pradesh,1998603.0,14.54 %,890.0,75.05,141.9491514823104,98.63792504175322
Uttar Pradesh,Kannauj,2650.0,299.0,Uttar Pradesh,1656616.0,19.27 %,879.0,72.7,159.96465083036745,98.46505707976786
Uttar Pradesh,Kanpur Nagar,9674.0,32.0,Uttar Pradesh,4581268.0,9.92 %,862.0,79.65,211.16424535739887,97.97377069411905
Uttar Pradesh,Kaushambi,2788.0,312.0,Uttar Pradesh,1599596.0,23.70 %,908.0,61.28,174.2940092373324,98.32755953187795
Uttar Pradesh,Kheri,3220.0,56.0,Uttar Pradesh,4021243.0,25.38 %,894.0,60.56,80.07474305830311,99.2316417451685
Uttar Pradesh,Kushinagar,3590.0,81.0,Uttar Pradesh,3564544.0,23.20 %,961.0,65.25,100.71414464234417,99.03359609461508
Uttar Pradesh,Lalitpur,1548.0,391.0,Uttar Pradesh,1221592.0,24.94 %,906.0,63.52,126.71988683619406,98.78405765184898
Uttar Pradesh,Lucknow,20398.0,31.0,Uttar Pradesh,4589838.0,25.82 %,917.0,77.29,444.4165567499332,95.73559505880685
Uttar Pradesh,Mahoba,1154.0,470.0,Uttar Pradesh,875958.0,23.64 %,878.0,65.27,131.74147618949766,98.7358729248724
Uttar Pradesh,Mainpuri,3717.0,254.0,Uttar Pradesh,1868529.0,17.02 %,881.0,75.99,198.92653525848408,98.09119780303766
Uttar Pradesh,Mathura,6045.0,167.0,Uttar Pradesh,2547184.0,22.78 %,863.0,70.36,237.32090025691113,97.72278416649216
Uttar Pradesh,Mau,2785.0,206.0,Uttar Pradesh,2205968.0,18.98 %,979.0,73.09,126.24843152756523,98.78858150749102
Uttar Pradesh,Meerut,9542.0,94.0,Uttar Pradesh,3443689.0,14.89 %,886.0,72.84,277.08657779491705,97.34121208235763
Uttar Pradesh,Mirzapur,1774.0,173.0,Uttar Pradesh,2496970.0,18.00 %,903.0,68.48,71.0461078827539,99.31827613326693
Uttar Pradesh,Moradabad,5336.0,26.0,Uttar Pradesh,4772006.0,25.22 %,906.0,56.77,111.8188032454276,98.92704119629275
Uttar Pradesh,Muzaffarnagar,4891.0,49.0,Uttar Pradesh,4143512.0,16.94 %,889.0,69.12,118.03996223493499,98.86734598302522
Uttar Pradesh,Pilibhit,2985.0,229.0,Uttar Pradesh,2031007.0,23.45 %,895.0,61.47,146.97142845888763,98.58973371667844
Uttar Pradesh,Pratapgarh,3907.0,109.0,Uttar Pradesh,3209141.0,17.50 %,998.0,70.09,121.7459750132512,98.83178488845316
Uttar Pradesh,Pratapgarh,3907.0,472.0,Rajasthan,867848.0,22.78 %,983.0,55.97,450.1940431965045,95.68015711128614
Uttar Pradesh,Rae Bareli,3104.0,97.0,Uttar Pradesh,3405559.0,18.56 %,943.0,67.25,91.14509541605358,99.12541603287646
Uttar Pradesh,Rampur,3086.0,194.0,Uttar Pradesh,2335819.0,21.42 %,909.0,53.34,132.11640114238304,98.7322753275341
Uttar Pradesh,Saharanpur,3840.0,91.0,Uttar Pradesh,3466382.0,19.66 %,890.0,70.49,110.77832737419016,98.93702509626026
Uttar Pradesh,Sant Kabir Nagar,1513.0,283.0,Uttar Pradesh,1715183.0,20.77 %,972.0,66.72,88.21216161773992,99.15355903788327
Uttar Pradesh,Shrawasti,901.0,414.0,Uttar Pradesh,1117361.0,-5.02 %,881.0,46.74,80.63642815526941,99.22625208840051
Uttar Pradesh,Sitapur,5200.0,38.0,Uttar Pradesh,4483992.0,23.88 %,888.0,61.12,115.96809271738218,98.88722663435102
Uttar Pradesh,Sonbhadra,1451.0,255.0,Uttar Pradesh,1862559.0,27.27 %,918.0,64.03,77.90357245059083,99.25247524141673
Uttar Pradesh,Sultanpur,3436.0,68.0,Uttar Pradesh,3797117.0,18.11 %,983.0,69.27,90.48970574254099,99.13170483314657
Uttar Pradesh,Unnao,3927.0,112.0,Uttar Pradesh,3108367.0,15.11 %,907.0,66.37,126.33643324613855,98.78773708583792
Uttar Pradesh,Varanasi,10460.0,75.0,Uttar Pradesh,3676841.0,17.15 %,913.0,75.6,284.48333773475656,97.2702363746411
Uttarakhand,Almora,138.0,517.0,Uttarakhand,622506.0,-1.28 %,1139.0,80.47,22.16846102688167,99.78728223936338
Uttarakhand,Bageshwar,138.0,578.0,Uttarakhand,259898.0,4.18 %,1090.0,80.01,53.097753734157244,99.49049980260388
Uttarakhand,Chamoli,101.0,561.0,Uttarakhand,391605.0,5.74 %,1019.0,82.65,25.791294799606746,99.7525192900383
Uttarakhand,Champawat,199.0,579.0,Uttarakhand,259648.0,15.63 %,980.0,79.83,76.64222331772245,99.26457853368404
Uttarakhand,Dehradun,2324.0,291.0,Uttarakhand,1696694.0,32.33 %,902.0,84.25,136.97225309926245,98.68568093593434
Uttarakhand,Haridwar,4107.0,248.0,Uttarakhand,1890422.0,30.63 %,880.0,73.43,217.25307894216212,97.91534521102082
Uttarakhand,Nainital,1296.0,457.0,Uttarakhand,954605.0,25.13 %,934.0,83.88,135.76295954871387,98.69728472817383
Uttarakhand,Pauri Garhwal,296.0,505.0,Uttarakhand,687271.0,-1.41 %,1103.0,82.02,43.06889131070567,99.58673188447291
Uttarakhand,Pithoragarh,110.0,546.0,Uttarakhand,483439.0,4.58 %,1020.0,82.25,22.753646271815057,99.78166708661512
Uttarakhand,Tehri Garhwal,209.0,518.0,Uttarakhand,618931.0,2.35 %,1077.0,76.36,33.767899814357335,99.67597967124549
Uttarakhand,Dehradun,116.0,291.0,Uttarakhand,1696694.0,32.33 %,902.0,84.25,6.836825025608625,99.93439715514991
West Bengal,Bankura,2648.0,80.0,West Bengal,3596674.0,12.65 %,957.0,70.26,73.62357555897476,99.29354400813051
West Bengal,Birbhum,3512.0,84.0,West Bengal,3502404.0,16.15 %,956.0,70.68,100.27398324122517,99.0378196691542
West Bengal,Dakshin Dinajpur,1810.0,295.0,West Bengal,1676276.0,11.52 %,956.0,72.82,107.97744524171438,98.96390099776306
West Bengal,Jalpaiguri,2482.0,66.0,West Bengal,3872846.0,13.87 %,953.0,73.25,64.08723713775348,99.38505006942972
West Bengal,Paschim Medinipur,416.0,14.0,West Bengal,5913457.0,13.86 %,966.0,78.0,7.034802147035144,99.93249746306591
West Bengal,Kolkata,19925.0,35.0,West Bengal,4496694.0,-1.67 %,908.0,86.31,443.1033110102667,95.74819632565026
West Bengal,Murshidabad,12307.0,9.0,West Bengal,7103807.0,21.09 %,958.0,66.59,173.24513461584752,98.33762402216442
West Bengal,Nadia,7455.0,18.0,West Bengal,5167600.0,12.22 %,947.0,74.97,144.2642619397786,98.61571036877517
West Bengal,Paschim Medinipur,5461.0,14.0,West Bengal,5913457.0,13.86 %,966.0,78.0,92.34868876192047,99.1138669370263
West Bengal,Purba Medinipur,6130.0,21.0,West Bengal,5095875.0,15.36 %,938.0,87.02,120.29337454313539,98.84572333545351
West Bengal,Kolkata,937.0,35.0,West Bengal,4496694.0,-1.67 %,908.0,86.31,20.83753086156185,99.80005319734677
Andaman And Nicobar Islands,Nicobars,21.0,636.0,Andaman and Nicobar Islands,36842.0,-12.42 %,777.0,78.06,57.00016285760817,99.4530541843076
Chandigarh,Chandigarh,3240.0,431.0,Chandigarh,1055450.0,17.19 %,818.0,86.05,306.9780662276754,97.05438791022401
The Dadra And Nagar Haveli And Daman And Diu,Daman,256.0,592.0,Daman and Diu,191173.0,67.71 %,534.0,88.07,133.91012329146898,98.71506364295684
The Dadra And Nagar Haveli And Daman And Diu,Diu,111.0,631.0,Daman and Diu,52074.0,17.77 %,1031.0,83.46,213.15819794907247,97.95463769568484
Delhi,New Delhi,656.0,603.0,Delhi,142004.0,-20.72 %,822.0,88.34,461.9588180614631,95.56726805865262
Delhi,New Delhi,3514.0,603.0,Delhi,142004.0,-20.72 %,822.0,88.34,2474.578180896313,76.25515237516049
Delhi,New Delhi,4243.0,603.0,Delhi,142004.0,-20.72 %,822.0,88.34,2987.9440015774203,71.3291438610717
Delhi,New Delhi,164.0,603.0,Delhi,142004.0,-20.72 %,822.0,88.34,115.48970451536577,98.89181701466315
Delhi,New Delhi,0.0,603.0,Delhi,142004.0,-20.72 %,822.0,88.34,0.0,100.0
Puducherry,Karaikal,673.0,589.0,Puducherry,200222.0,17.23 %,1047.0,87.05,336.12689914195244,96.77468989892873
Andhra Pradesh,Chittoor,4074.0,47.0,Andhra Pradesh,4174064.0,11.43 %,997.0,71.53,97.60272003495874,99.06345181053825
Andhra Pradesh,East Godavari,9239.0,19.0,Andhra Pradesh,5154296.0,5.16 %,1006.0,70.99,179.24853365037632,98.28001832742159
Andhra Pradesh,Guntur,10970.0,22.0,Andhra Pradesh,4887813.0,9.47 %,1003.0,67.4,224.43575480485853,97.84642374989464
Andhra Pradesh,Guntur,4858.0,22.0,Andhra Pradesh,4887813.0,9.47 %,1003.0,67.4,99.39005440674593,99.04630141996246
Andhra Pradesh,Krishna,6914.0,34.0,Andhra Pradesh,4517398.0,7.87 %,992.0,73.74,153.0527086610478,98.53138071216276
Andhra Pradesh,Kurnool,6352.0,54.0,Andhra Pradesh,4053463.0,14.85 %,988.0,59.97,156.70551328580032,98.4963301771311
Andhra Pradesh,Prakasam,7198.0,98.0,Andhra Pradesh,3397448.0,11.05 %,981.0,63.08,211.8649056586002,97.96704749894292
Andhra Pradesh,East Godavari,2370.0,19.0,Andhra Pradesh,5154296.0,5.16 %,1006.0,70.99,45.98106123513279,99.55878811949228
Andhra Pradesh,Visakhapatnam,2908.0,44.0,Andhra Pradesh,4290589.0,11.96 %,1006.0,66.91,67.77624237604674,99.34965217093261
Andhra Pradesh,Visakhapatnam,7197.0,44.0,Andhra Pradesh,4290589.0,11.96 %,1006.0,66.91,167.73920783370303,98.39045621533772
Andhra Pradesh,Vizianagaram,5648.0,193.0,Andhra Pradesh,2344474.0,4.23 %,1019.0,58.89,240.90691558106423,97.68837450907674
Andhra Pradesh,West Godavari,9649.0,62.0,Andhra Pradesh,3936966.0,3.51 %,1004.0,74.63,245.08720674753098,97.64826246996579
Arunachal Pradesh,Anjaw,37.0,639.0,Arunachal Pradesh,21167.0,14.19 %,839.0,56.46,174.8003968441442,98.32270048290724
Arunachal Pradesh,Changlang,106.0,598.0,Arunachal Pradesh,148226.0,18.18 %,926.0,59.8,71.51242022317273,99.3138016270443
Arunachal Pradesh,Dibang Valley,15.0,640.0,Arunachal Pradesh,8004.0,10.07 %,813.0,64.1,187.4062968515742,98.20174040285757
Arunachal Pradesh,East Kameng,140.0,624.0,Arunachal Pradesh,78690.0,37.62 %,1029.0,60.02,177.91333079171432,98.29283028409037
Arunachal Pradesh,West Kameng,138.0,621.0,Arunachal Pradesh,83947.0,12.53 %,819.0,67.07,164.38943619188296,98.42259899337846
Arunachal Pradesh,Kurung Kumey,36.0,617.0,Arunachal Pradesh,92076.0,116.56 %,1032.0,48.75,39.09813632216864,99.62483331642049
Arunachal Pradesh,Lohit,114.0,600.0,Arunachal Pradesh,145726.0,16.59 %,912.0,68.18,78.2290051191963,99.24935254794606
Arunachal Pradesh,Lower Dibang Valley,58.0,630.0,Arunachal Pradesh,54080.0,7.20 %,928.0,69.13,107.24852071005917,98.9708954027359
Arunachal Pradesh,East Siang,294.0,615.0,Arunachal Pradesh,99214.0,13.52 %,980.0,72.54,296.329147096176,97.15656975442629
Arunachal Pradesh,Upper Siang,48.0,637.0,Arunachal Pradesh,35320.0,5.87 %,889.0,59.99,135.90033975084935,98.69596649462939
Arunachal Pradesh,West Siang,109.0,612.0,Arunachal Pradesh,112274.0,8.04 %,930.0,66.46,97.08391969645689,99.06842996603989
Arunachal Pradesh,Lower Subansiri,77.0,623.0,Arunachal Pradesh,83030.0,49.00 %,984.0,74.35,92.73756473563772,99.11013547248331
Arunachal Pradesh,Upper Subansiri,95.0,622.0,Arunachal Pradesh,83448.0,50.78 %,998.0,63.8,113.8433515482696,98.90761461630782
Arunachal Pradesh,Tawang,54.0,633.0,Arunachal Pradesh,49977.0,28.40 %,714.0,59.0,108.04970286331712,98.96320764880042
Arunachal Pradesh,Tirap,67.0,613.0,Arunachal Pradesh,111975.0,11.61 %,944.0,52.19,59.8347845501228,99.42585453441073
Assam,Barpeta,6935.0,292.0,Assam,1693622.0,21.43 %,953.0,63.81,409.4774394758689,96.07085382016817
Assam,Baksa,1447.0,459.0,Assam,950075.0,10.74 %,974.0,69.25,152.30376549219798,98.53856720623325
Assam,Bongaigaon,2600.0,495.0,Assam,738804.0,20.59 %,966.0,69.74,351.9201303728729,96.62314574001829
Assam,Cachar,7024.0,278.0,Assam,1736617.0,20.19 %,959.0,79.34,404.46454226809936,96.11895514154746
Assam,Chirang,949.0,547.0,Assam,482162.0,11.34 %,969.0,63.55,196.8218150746015,98.1113936733662
Assam,Darrang,3709.0,462.0,Assam,928500.0,22.19 %,954.0,63.08,399.46149703823374,96.16696192814263
Assam,Dhemaji,1375.0,506.0,Assam,686133.0,19.97 %,953.0,72.7,200.3984650206301,98.07707388156027
Assam,Dhubri,6826.0,240.0,Assam,1949258.0,24.44 %,953.0,58.34,350.18453175516015,96.63979969948241
Assam,Dibrugarh,4366.0,368.0,Assam,1326335.0,11.92 %,961.0,76.05,329.17777182989215,96.84137034185201
Assam,Goalpara,3111.0,443.0,Assam,1008183.0,22.64 %,964.0,67.37,308.5749313368704,97.03906516997358
Assam,Golaghat,3668.0,425.0,Assam,1066888.0,12.75 %,964.0,77.43,343.80366074039637,96.70102743159813
Assam,Hailakandi,2492.0,509.0,Assam,659296.0,21.45 %,951.0,74.33,377.9789351065379,96.37309813495041
Assam,Jorhat,4691.0,418.0,Assam,1092256.0,9.31 %,962.0,82.15,429.47807107491286,95.87893749544416
Assam,Kamrup,5875.0,327.0,Assam,1517542.0,15.69 %,949.0,75.55,387.13920273705764,96.28520066589141
Assam,Karbi Anglong,1377.0,456.0,Assam,956313.0,17.58 %,951.0,69.25,143.99051356616505,98.61833712491048
Assam,Karimganj,3090.0,389.0,Assam,1228686.0,21.90 %,963.0,78.22,251.48817517250134,97.58684189288493
Assam,Kokrajhar,1120.0,468.0,Assam,887142.0,5.21 %,959.0,65.22,126.2481090964017,98.7885846013835
Assam,Lakhimpur,3179.0,435.0,Assam,1042137.0,17.22 %,968.0,77.2,305.0462655101968,97.07292452952835
Assam,Dima Hasao,217.0,588.0,Assam,214102.0,13.84 %,932.0,77.54,101.3535604524946,99.02746057176188
Assam,Nalbari,2252.0,488.0,Assam,771639.0,11.99 %,949.0,78.63,291.846316736194,97.19958481236526
Assam,Sivasagar,2928.0,406.0,Assam,1151050.0,9.44 %,954.0,80.41,254.37643890360977,97.5591275200981
Assam,Sonitpur,4548.0,245.0,Assam,1924110.0,15.55 %,956.0,67.34,236.36902256108021,97.73191792149716
Assam,Tinsukia,3432.0,367.0,Assam,1327929.0,15.47 %,952.0,69.66,258.44755254234224,97.5200630953968
Assam,Udalguri,1172.0,476.0,Assam,831668.0,9.61 %,973.0,65.41,140.92161776093346,98.64778475515078
Assam,Tinsukia,287.0,367.0,Assam,1327929.0,15.47 %,952.0,69.66,21.612601276122444,99.7926159989449
Bihar,Arwal,977.0,502.0,Bihar,700843.0,18.89 %,928.0,67.43,139.40354687141058,98.66235142442545
Bihar,Aurangabad,3296.0,71.0,Maharashtra,3701282.0,27.76 %,923.0,79.02,89.05022638102149,99.14551737637606
Bihar,Aurangabad,3296.0,169.0,Bihar,2540073.0,26.18 %,926.0,70.32,129.76005020328157,98.75488572409847
Bihar,Pashchim Champaran,1735.0,64.0,Bihar,3935042.0,29.29 %,909.0,55.7,44.09101605522889,99.57692407298421
Bihar,Banka,3388.0,227.0,Bihar,2034763.0,26.48 %,907.0,58.17,166.50587808014987,98.40229064728065
Bihar,Pashchim Champaran,5802.0,64.0,Bihar,3935042.0,29.29 %,909.0,55.7,147.44442371898444,98.58519508441174
